,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
3304,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,Honda
3305,2013,175000,56315,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Chevrolet
3306,2017,735000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
3307,2013,325000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5.0,Toyota
3308,2006,225000,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,10.0,Chevrolet
3309,2015,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,5.0,Tata
3310,2006,110000,120000,LPG,Individual,Manual,Third Owner,17.3,1061,57.5,5.0,Maruti
3311,2007,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,5.0,Maruti
3312,2006,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794,125.0,5.0,Toyota
3313,2009,225000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5.0,Maruti
3314,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,5.0,Tata
3315,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5.0,Maruti
3316,2017,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
3317,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra
3318,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
3319,2006,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Maruti
3320,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5.0,Hyundai
3321,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,5.0,Ford
3322,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
3323,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
3324,2014,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
3325,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
3326,2013,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5.0,Honda
3327,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
3328,2006,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5.0,Ford
3329,2013,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Tata
3330,2012,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8.0,Mahindra
3331,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5.0,Toyota
3332,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5.0,Hyundai
3333,2017,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3334,2017,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5.0,Toyota
3335,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5.0,Maruti
3336,2013,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5.0,Hyundai
3337,2010,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5.0,Honda
3338,2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Maruti
3339,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,Hyundai
3340,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3341,2014,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti
3342,2012,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5.0,Hyundai
3343,2017,420000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Maruti
3344,2016,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,Toyota
3345,2015,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,Toyota
3346,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
3347,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
3348,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5.0,Maruti
3349,2010,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
3350,2015,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Toyota
3351,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5.0,Renault
3352,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5.0,Maruti
3353,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5.0,Honda
3354,2010,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5.0,Chevrolet
3355,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5.0,Maruti
3356,2014,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Maruti
3357,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5.0,Hyundai
3358,2014,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74.0,5.0,Maruti
3359,2016,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5.0,Maruti
3360,2014,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,5.0,Skoda
3361,2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota
3362,2010,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,Toyota
3363,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9.0,Mahindra
3364,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Maruti
3365,2017,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5.0,Nissan
3366,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tata
3367,2013,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Maruti
3368,2013,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,5.0,Maruti
3369,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai
3370,2007,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,5.0,Hyundai
3371,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3372,2012,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3373,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3374,2019,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
3375,2017,540000,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Tata
3376,2011,800000,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Toyota
3377,2006,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,5.0,Maruti
3378,1995,55000,70000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
3379,2015,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
3380,2009,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
3381,2017,340000,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
3382,2010,525000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
3383,2016,411000,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5.0,Maruti
3384,2010,150000,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5.0,Maruti
3385,2015,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,5.0,Honda
3386,2017,595000,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3387,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,5.0,Hyundai
3388,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5.0,Maruti
3389,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford
3390,2012,415000,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3391,2016,925000,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,7.0,Mahindra
3392,2016,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti
3393,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,5.0,Hyundai
3394,2015,260000,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,7.0,Datsun
3395,2017,260000,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,4.0,Maruti
3396,2011,347000,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Maruti
3397,2013,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
3398,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,5.0,Fiat
3399,2016,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5.0,Maruti
3400,2016,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3401,2012,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
3402,2013,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,9.0,Mahindra
3403,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
3404,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5.0,Tata
3405,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5.0,Tata
3406,2003,58000,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,5.0,Maruti
3407,2011,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,5.0,Mahindra
3408,2014,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5.0,Tata
3409,2017,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5.0,Honda
3410,2008,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti
3411,2016,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5.0,Maruti
3412,2010,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5.0,Maruti
3413,2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5.0,Hyundai
3414,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5.0,Ford
3415,2011,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5.0,Volkswagen
3416,2016,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3417,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
3418,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
3419,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5.0,Maruti
3420,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Jeep
3421,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,Tata
3422,2016,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5.0,Chevrolet
3423,2016,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5.0,Chevrolet
3424,2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,4.0,Tata
3425,2014,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Maruti
3426,2012,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5.0,Tata
3427,2012,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3428,2013,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Nissan
3429,2012,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
3430,2015,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti
3431,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
3432,2012,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti
3433,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5.0,Maruti
3434,2013,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5.0,Renault
3435,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Mahindra
3436,2007,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
3437,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8.0,Mahindra
3438,2017,350000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Maruti
3439,2011,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
3440,2014,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
3441,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai
3442,2016,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,7.0,Mahindra
3443,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
3444,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,Ford
3445,2013,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Maruti
3446,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3447,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7.0,Mahindra
3448,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,5.0,Fiat
3449,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,7.0,Toyota
3450,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,7.0,Tata
3451,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Fiat
3452,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,Maruti
3453,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,8.0,Mahindra
3454,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,5.0,Ford
3455,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
3456,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,Maruti
3457,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,Hyundai
3458,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Fiat
3459,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5.0,Honda
3460,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
3461,2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5.0,Fiat
3462,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
3463,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5.0,Fiat
3464,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,Maruti
3465,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
3466,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,5.0,Maruti
3467,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
3468,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
3469,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Hyundai
3470,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3471,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata
3472,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9.0,Mahindra
3473,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,8.0,Ashok
3474,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,5.0,Mahindra
3475,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,Maruti
3476,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5.0,Honda
3477,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
3478,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,5.0,Volkswagen
3479,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,8.0,Maruti
3480,2009,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
3481,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,7.0,Audi
3482,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8.0,Mahindra
3483,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
3484,2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5.0,Hyundai
3485,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,Chevrolet
3486,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,Hyundai
3487,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai
3488,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,Hyundai
3489,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet
3490,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5.0,Nissan
3491,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai
3492,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,7.0,Toyota
3493,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai
3494,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Maruti
3495,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5.0,Daewoo
3496,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3497,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
3498,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai
3499,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
3500,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5.0,Tata
3501,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
3502,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5.0,Tata
3503,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tata
3504,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,5.0,Tata
3505,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,5.0,Hyundai
3506,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
3507,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7.0,Mahindra
3508,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,Tata
3509,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tata
3510,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tata
3511,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti
3512,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,5.0,Renault
3513,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5.0,Renault
3514,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,5.0,Tata
3515,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Mahindra
3516,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5.0,Renault
3517,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Mahindra
3518,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
3519,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,Ford
3520,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,Tata
3521,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5.0,Tata
3522,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3523,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford
3524,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Mahindra
3525,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,Honda
3526,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,Hyundai
3527,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,5.0,Hyundai
3528,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5.0,Hyundai
3529,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Mahindra
3530,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
3531,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
3532,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,Honda
3533,2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
3534,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,Hyundai
3535,2016,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
3536,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
3537,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
3538,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5.0,Volkswagen
3539,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai
3540,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
3541,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7.0,Mahindra
3542,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,Honda
3543,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti
3544,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Chevrolet
